transaction_id,user_id,transaction_date,plan_type,revenue
794,7432,2024-07-26,monthly,20
795,7434,2024-05-19,monthly,20
796,7461,2024-03-28,annual,200
797,7463,2024-07-27,annual,200
798,7466,2024-05-03,monthly,20
799,7467,2024-04-07,monthly,20
800,7483,2024-07-25,monthly,20
801,7486,2024-07-09,monthly,20
802,7488,2024-07-08,annual,200
803,7492,2024-01-24,monthly,20
804,7493,2024-03-10,annual,200
805,7494,2024-06-17,annual,200
806,7507,2024-05-30,annual,200
807,7535,2024-07-23,monthly,20
808,7539,2024-05-31,annual,200
809,7543,2024-06-06,monthly,20
810,7545,2024-05-12,monthly,20
811,7556,2024-05-27,annual,200
812,7564,2024-06-24,monthly,20
813,7567,2024-07-07,monthly,20
814,7573,2024-07-19,monthly,20
815,7595,2024-03-30,annual,200
816,7635,2024-03-06,monthly,20
817,7640,2024-02-19,monthly,20
818,7645,2024-04-15,monthly,20
819,7686,2024-03-19,monthly,20
820,7706,2024-06-05,monthly,20
821,7712,2024-08-08,annual,200
822,7716,2024-02-28,monthly,20
823,7717,2024-03-23,monthly,20
824,7730,2024-08-14,monthly,20
825,7740,2024-08-29,monthly,20
826,7742,2024-05-07,monthly,20
827,7757,2024-09-06,monthly,20
828,7759,2024-06-07,monthly,20
829,7761,2024-07-25,annual,200
830,7764,2024-02-01,annual,200
831,7778,2024-05-21,monthly,20
832,7786,2024-08-22,monthly,20
833,7795,2024-08-12,monthly,20
834,7822,2024-03-14,annual,200
835,7824,2024-01-27,annual,200
836,7826,2024-02-01,monthly,20
837,7854,2024-02-01,monthly,20
838,7858,2024-02-04,monthly,20
839,7863,2024-05-30,monthly,20
840,7865,2024-07-15,annual,200
841,7880,2024-09-07,monthly,20
842,7882,2024-02-03,annual,200
843,7883,2024-06-08,monthly,20
844,7884,2024-02-15,monthly,20
845,7890,2024-08-06,monthly,20
846,7892,2024-02-14,monthly,20
847,7903,2024-01-27,annual,200
848,7909,2024-05-26,monthly,20
849,7911,2024-05-14,monthly,20
850,7912,2024-08-19,monthly,20
851,7913,2024-05-11,annual,200
852,7917,2024-04-21,annual,200
853,7920,2024-07-06,annual,200
854,7922,2024-04-28,monthly,20
855,7932,2024-06-17,monthly,20
856,7941,2024-02-29,monthly,20
857,7948,2024-04-29,annual,200
858,7953,2024-01-22,annual,200
859,7957,2024-01-19,monthly,20
860,7983,2024-01-30,annual,200
861,7989,2024-07-09,monthly,20
862,7994,2024-04-14,monthly,20
863,7998,2024-03-16,monthly,20
864,8036,2024-07-09,monthly,20
865,8042,2024-07-14,annual,200
866,8048,2024-05-05,monthly,20
867,8049,2024-05-27,monthly,20
868,8051,2024-06-21,annual,200
869,8062,2024-07-08,monthly,20
870,8076,2024-02-20,monthly,20
871,8092,2024-06-09,monthly,20
872,8105,2024-05-06,monthly,20
873,8110,2024-06-01,annual,200
874,8111,2024-03-26,annual,200
875,8141,2024-07-29,monthly,20
876,8164,2024-06-28,monthly,20
877,8181,2024-05-12,annual,200
878,8182,2024-01-30,monthly,20
879,8189,2024-01-14,monthly,20
880,8190,2024-04-06,monthly,20
881,8194,2024-01-15,monthly,20
882,8205,2024-04-09,annual,200
883,8211,2024-02-21,monthly,20
884,8221,2024-04-01,annual,200
885,8225,2024-04-28,monthly,20
886,8236,2024-07-30,annual,200
887,8259,2024-06-23,annual,200
888,8262,2024-07-19,annual,200
889,8268,2024-03-08,monthly,20
890,8271,2024-07-14,annual,200
891,8280,2024-08-19,monthly,20
892,8293,2024-02-11,monthly,20
893,8312,2024-04-04,annual,200
894,8329,2024-08-10,monthly,20
895,8339,2024-04-03,annual,200
896,8340,2024-03-27,monthly,20
897,8359,2024-07-06,annual,200
898,8372,2024-07-11,monthly,20
899,8399,2024-07-30,monthly,20
900,8402,2024-03-16,monthly,20
901,8403,2024-04-14,monthly,20
902,8424,2024-03-05,annual,200
903,8439,2024-02-07,monthly,20
904,8442,2024-02-10,monthly,20
905,8458,2024-06-10,annual,200
906,8475,2024-09-02,monthly,20
907,8479,2024-08-25,monthly,20
908,8485,2024-07-20,monthly,20
909,8486,2024-03-14,monthly,20
910,8492,2024-03-28,monthly,20
911,8505,2024-04-21,annual,200
912,8506,2024-05-02,monthly,20
913,8529,2024-08-13,annual,200
914,8544,2024-01-13,annual,200
915,8547,2024-03-18,monthly,20
916,8555,2024-04-25,monthly,20
917,8559,2024-01-31,monthly,20
918,8560,2024-04-16,monthly,20
919,8561,2024-08-31,monthly,20
920,8566,2024-06-04,annual,200
921,8575,2024-03-03,monthly,20
922,8586,2024-07-15,annual,200
923,8590,2024-02-13,annual,200
924,8595,2024-07-28,monthly,20
925,8603,2024-04-22,monthly,20
926,8643,2024-08-13,annual,200
927,8646,2024-09-03,monthly,20
928,8668,2024-06-02,monthly,20
929,8685,2024-07-03,annual,200
930,8688,2024-07-17,annual,200
931,8724,2024-07-27,annual,200
932,8745,2024-08-17,monthly,20
933,8747,2024-04-26,monthly,20
934,8752,2024-01-21,annual,200
935,8759,2024-05-05,monthly,20
936,8801,2024-06-24,monthly,20
937,8802,2024-07-13,monthly,20
938,8803,2024-06-13,annual,200
939,8822,2024-09-03,annual,200
940,8824,2024-02-28,monthly,20
941,8836,2024-08-20,monthly,20
942,8840,2024-09-07,annual,200
943,8851,2024-08-04,monthly,20
944,8889,2024-09-04,annual,200
945,8903,2024-01-29,monthly,20
946,8913,2024-03-27,monthly,20
947,8915,2024-06-12,annual,200
948,8928,2024-08-03,monthly,20
949,8934,2024-04-28,monthly,20
950,8944,2024-07-09,monthly,20
951,8952,2024-06-20,monthly,20
952,8953,2024-03-21,annual,200
953,8958,2024-05-22,monthly,20
954,8969,2024-02-06,monthly,20
955,8973,2024-08-01,monthly,20
956,8975,2024-06-18,monthly,20
957,8977,2024-02-14,monthly,20
958,8978,2024-04-08,monthly,20
959,8988,2024-08-10,annual,200
960,9010,2024-03-08,monthly,20
961,9017,2024-08-28,monthly,20
962,9027,2024-03-26,monthly,20
963,9030,2024-02-02,monthly,20
964,9068,2024-06-07,monthly,20
965,9086,2024-07-29,monthly,20
966,9096,2024-03-31,monthly,20
967,9099,2024-08-06,annual,200
968,9103,2024-02-21,monthly,20
969,9112,2024-06-15,monthly,20
970,9114,2024-01-14,annual,200
971,9116,2024-02-07,monthly,20
972,9128,2024-04-22,annual,200
973,9135,2024-06-17,annual,200
974,9137,2024-07-13,annual,200
975,9138,2024-08-10,monthly,20
976,9143,2024-09-14,annual,200
977,9164,2024-05-02,monthly,20
978,9177,2024-02-11,annual,200
979,9189,2024-04-16,monthly,20
980,9200,2024-03-28,monthly,20
981,9202,2024-02-04,annual,200
982,9222,2024-08-11,monthly,20
983,9261,2024-07-28,annual,200
984,9262,2024-08-14,monthly,20
985,9269,2024-06-29,monthly,20
986,9271,2024-03-10,monthly,20
987,9272,2024-05-28,monthly,20
988,9313,2024-04-04,annual,200
989,9319,2024-02-22,annual,200
990,9325,2024-06-18,monthly,20
991,9329,2024-05-02,monthly,20
992,9339,2024-05-20,monthly,20
993,9349,2024-09-06,annual,200
994,9351,2024-03-30,monthly,20
995,9353,2024-08-09,monthly,20
996,9359,2024-03-31,monthly,20
997,9367,2024-03-10,monthly,20
998,9395,2024-03-01,monthly,20
999,9403,2024-05-27,monthly,20
1000,9406,2024-05-05,annual,200
1001,9409,2024-07-16,monthly,20
1002,9445,2024-07-24,monthly,20
1003,9447,2024-05-11,monthly,20
1004,9455,2024-05-02,monthly,20
1005,9479,2024-01-20,monthly,20
1006,9482,2024-02-28,monthly,20
1007,9486,2024-08-06,monthly,20
1008,9488,2024-01-11,monthly,20
1009,9510,2024-06-28,annual,200
1010,9515,2024-02-14,monthly,20
1011,9549,2024-07-12,monthly,20
1012,9554,2024-01-27,monthly,20
1013,9576,2024-03-31,monthly,20
1014,9579,2024-05-10,annual,200
1015,9591,2024-07-01,monthly,20
1016,9622,2024-01-23,annual,200
1017,9631,2024-04-19,monthly,20
1018,9648,2024-02-03,monthly,20
1019,9651,2024-07-26,monthly,20
1020,9669,2024-07-03,annual,200
1021,9675,2024-06-06,annual,200
1022,9679,2024-09-11,monthly,20
1023,9680,2024-08-29,monthly,20
1024,9690,2024-05-31,monthly,20
1025,9698,2024-06-25,monthly,20
1026,9714,2024-04-12,monthly,20
1027,9722,2024-07-16,monthly,20
1028,9736,2024-03-09,monthly,20
1029,9740,2024-06-22,annual,200
1030,9754,2024-06-21,annual,200
1031,9794,2024-07-08,annual,200
1032,9803,2024-04-07,monthly,20
1033,9819,2024-05-25,monthly,20
1034,9829,2024-08-23,annual,200
1035,9842,2024-07-09,annual,200
1036,9849,2024-06-08,monthly,20
1037,9853,2024-07-20,monthly,20
1038,9854,2024-08-20,annual,200
1039,9855,2024-09-11,monthly,20
1040,9856,2024-06-18,monthly,20
1041,9857,2024-07-01,annual,200
1042,9858,2024-07-16,monthly,20
1043,9861,2024-04-13,annual,200
1044,9870,2024-04-09,annual,200
1045,9871,2024-02-18,annual,200
1046,9884,2024-06-05,monthly,20
1047,9885,2024-02-11,monthly,20
1048,9890,2024-06-04,monthly,20
1049,9897,2024-01-24,monthly,20
1050,9915,2024-05-12,monthly,20
1051,9923,2024-06-12,monthly,20
1052,9937,2024-03-09,annual,200
1053,9945,2024-07-07,annual,200
1054,9949,2024-02-24,monthly,20
1055,9959,2024-05-05,annual,200
1056,9970,2024-04-03,monthly,20
1057,9972,2024-04-02,annual,200
1058,10008,2024-08-06,monthly,20
1059,10015,2024-07-18,monthly,20
1060,10019,2024-05-06,annual,200
1061,10028,2024-05-27,monthly,20
1062,10040,2024-03-04,monthly,20
1063,10055,2024-05-23,monthly,20
1064,10056,2024-08-22,annual,200
1065,10059,2024-06-13,monthly,20
1066,10075,2024-08-17,monthly,20
1067,10079,2024-08-04,annual,200
1068,10095,2024-05-03,monthly,20
1069,10097,2024-06-15,monthly,20
1070,10104,2024-02-19,monthly,20
1071,10105,2024-05-17,annual,200
1072,10109,2024-04-29,annual,200
1073,10110,2024-05-14,monthly,20
1074,10111,2024-03-27,monthly,20
1075,10119,2024-06-28,monthly,20
1076,10126,2024-08-14,monthly,20
1077,10140,2024-06-01,monthly,20
1078,10158,2024-06-10,monthly,20
1079,10168,2024-07-09,monthly,20
1080,10170,2024-06-01,monthly,20
1081,10175,2024-03-01,monthly,20
1082,10179,2024-04-17,monthly,20
1083,10181,2024-07-13,monthly,20
1084,10186,2024-05-03,annual,200
1085,10199,2024-03-02,monthly,20
1086,10200,2024-07-08,monthly,20
1087,10203,2024-02-25,annual,200
1088,10214,2024-04-01,annual,200
1089,10223,2024-05-13,monthly,20
1090,10239,2024-08-10,monthly,20
1091,10252,2024-03-10,monthly,20
1092,10253,2024-02-12,monthly,20
1093,10257,2024-08-19,annual,200
1094,10259,2024-07-27,annual,200
1095,10270,2024-04-08,monthly,20
1096,10291,2024-03-28,monthly,20
1097,10294,2024-01-15,monthly,20
1098,10309,2024-07-04,monthly,20
1099,10312,2024-05-13,annual,200
1100,10320,2024-05-24,annual,200
1101,10325,2024-07-29,monthly,20
1102,10342,2024-05-20,monthly,20
1103,10354,2024-06-15,monthly,20
1104,10358,2024-04-04,monthly,20
1105,10365,2024-03-01,annual,200
1106,10375,2024-04-28,monthly,20
1107,10389,2024-01-19,monthly,20
1108,10393,2024-04-14,annual,200
1109,10420,2024-03-13,monthly,20
1110,10429,2024-08-12,annual,200
1111,10430,2024-06-09,monthly,20
1112,10436,2024-04-05,monthly,20
1113,10441,2024-01-15,annual,200
1114,10451,2024-07-30,annual,200
1115,10455,2024-02-11,monthly,20
1116,10460,2024-04-02,monthly,20
1117,10463,2024-05-07,monthly,20
1118,10481,2024-05-18,monthly,20
1119,10483,2024-05-12,annual,200
1120,10498,2024-06-27,annual,200
1121,10500,2024-03-04,monthly,20
1122,10559,2024-01-27,monthly,20
1123,10562,2024-02-27,annual,200
1124,10580,2024-06-11,monthly,20
1125,10588,2024-06-30,monthly,20
1126,10593,2024-03-31,monthly,20
1127,10602,2024-08-24,monthly,20
1128,10609,2024-05-18,monthly,20
1129,10645,2024-01-29,annual,200
1130,10647,2024-08-17,monthly,20
1131,10651,2024-05-14,annual,200
1132,10665,2024-09-11,monthly,20
1133,10673,2024-02-09,monthly,20
1134,10686,2024-01-31,monthly,20
1135,10689,2024-08-12,monthly,20
1136,10697,2024-04-02,monthly,20
1137,10721,2024-06-27,annual,200
1138,10733,2024-04-27,annual,200
1139,10753,2024-04-15,monthly,20
1140,10759,2024-08-09,annual,200
1141,10777,2024-01-30,monthly,20
1142,10779,2024-07-23,monthly,20
1143,10787,2024-07-05,monthly,20
1144,10794,2024-04-27,monthly,20
1145,10810,2024-01-17,annual,200
1146,10814,2024-04-04,annual,200
1147,10817,2024-03-23,annual,200
1148,10824,2024-07-03,monthly,20
1149,10832,2024-02-05,monthly,20
1150,10836,2024-06-09,monthly,20
1151,10841,2024-06-13,monthly,20
1152,10859,2024-07-07,monthly,20
1153,10860,2024-04-24,monthly,20
1154,10882,2024-05-08,monthly,20
1155,10887,2024-09-07,annual,200
1156,10893,2024-04-26,annual,200
1157,10914,2024-08-16,monthly,20
1158,10917,2024-07-10,monthly,20
1159,10932,2024-02-17,monthly,20
1160,10950,2024-05-06,annual,200
1161,10954,2024-02-21,annual,200
1162,10963,2024-04-28,monthly,20
1163,10965,2024-08-24,monthly,20
1164,10966,2024-06-06,monthly,20
1165,10970,2024-07-14,monthly,20
1166,10984,2024-03-11,monthly,20
1167,11011,2024-07-26,monthly,20
1168,11016,2024-08-01,annual,200
1169,11022,2024-02-05,monthly,20
1170,11026,2024-05-22,annual,200
1171,11039,2024-05-02,monthly,20
1172,11040,2024-01-26,monthly,20
1173,11046,2024-02-15,monthly,20
1174,11055,2024-05-19,monthly,20
1175,11059,2024-03-05,annual,200
1176,11060,2024-06-21,monthly,20
1177,11061,2024-04-25,monthly,20
1178,11068,2024-03-16,annual,200
1179,11072,2024-07-07,annual,200
1180,11073,2024-03-29,monthly,20
1181,11084,2024-06-12,monthly,20
1182,11089,2024-04-10,monthly,20
1183,11094,2024-07-13,monthly,20
1184,11101,2024-08-21,monthly,20
1185,11128,2024-05-12,monthly,20
1186,11139,2024-07-07,monthly,20
1187,11163,2024-03-23,annual,200
1188,11164,2024-01-11,monthly,20
1189,11165,2024-06-15,monthly,20
1190,11170,2024-04-29,monthly,20
1191,11173,2024-02-06,annual,200
1192,11179,2024-07-08,annual,200
1193,11182,2024-06-13,monthly,20
1194,11187,2024-03-09,annual,200
1195,11192,2024-07-19,monthly,20
1196,11197,2024-01-20,monthly,20
1197,11207,2024-08-09,monthly,20
1198,11227,2024-07-08,annual,200
1199,11235,2024-02-01,monthly,20
1200,11253,2024-05-11,monthly,20
1201,11272,2024-04-11,monthly,20
1202,11274,2024-08-18,annual,200
1203,11279,2024-07-09,annual,200
1204,11280,2024-07-06,monthly,20
1205,11292,2024-07-16,monthly,20
1206,11295,2024-05-05,monthly,20
1207,11298,2024-05-03,annual,200
1208,11307,2024-07-08,annual,200
1209,11316,2024-01-25,annual,200
1210,11319,2024-03-14,monthly,20
1211,11320,2024-08-08,monthly,20
1212,11338,2024-02-05,monthly,20
1213,11353,2024-04-20,annual,200
1214,11360,2024-03-18,monthly,20
1215,11367,2024-08-29,annual,200
1216,11374,2024-01-27,monthly,20
1217,11383,2024-06-08,monthly,20
1218,11384,2024-07-31,monthly,20
1219,11403,2024-01-15,annual,200
1220,11415,2024-01-31,monthly,20
1221,11430,2024-01-19,monthly,20
1222,11434,2024-08-16,monthly,20
1223,11436,2024-08-07,monthly,20
1224,11445,2024-02-05,annual,200
1225,11446,2024-08-18,monthly,20
1226,11452,2024-02-05,monthly,20
1227,11457,2024-09-01,monthly,20
1228,11460,2024-07-13,monthly,20
1229,11475,2024-06-07,annual,200
1230,11485,2024-07-14,monthly,20
1231,11486,2024-01-13,monthly,20
1232,11494,2024-06-09,monthly,20
1233,11506,2024-05-01,monthly,20
1234,11509,2024-01-28,monthly,20
1235,11515,2024-03-10,monthly,20
1236,11519,2024-06-20,annual,200
1237,11535,2024-05-28,monthly,20
1238,11539,2024-03-19,monthly,20
1239,11542,2024-04-02,monthly,20
1240,11543,2024-07-07,monthly,20
1241,11560,2024-02-29,annual,200
1242,11568,2024-01-25,monthly,20
1243,11578,2024-03-26,monthly,20
1244,11586,2024-05-25,monthly,20
1245,11590,2024-03-07,annual,200
1246,11626,2024-02-28,annual,200
1247,11648,2024-08-04,annual,200
1248,11649,2024-08-15,monthly,20
1249,11666,2024-04-18,annual,200
1250,11671,2024-02-13,monthly,20
1251,11691,2024-08-20,monthly,20
1252,11710,2024-07-31,monthly,20
1253,11716,2024-01-21,monthly,20
1254,11738,2024-03-14,monthly,20
1255,11751,2024-01-05,monthly,20
1256,11755,2024-08-02,monthly,20
1257,11757,2024-01-08,annual,200
1258,11762,2024-06-26,monthly,20
1259,11763,2024-08-31,monthly,20
1260,11765,2024-05-06,annual,200
1261,11779,2024-07-14,annual,200
1262,11789,2024-06-10,monthly,20
1263,11792,2024-02-20,annual,200
1264,11808,2024-07-07,annual,200
1265,11822,2024-01-27,monthly,20
1266,11825,2024-06-13,monthly,20
1267,11832,2024-08-19,monthly,20
1268,11835,2024-02-22,annual,200
1269,11836,2024-04-25,monthly,20
1270,11839,2024-05-12,monthly,20
1271,11843,2024-04-26,monthly,20
1272,11845,2024-05-14,monthly,20
1273,11881,2024-01-28,monthly,20
1274,11884,2024-06-13,monthly,20
1275,11889,2024-09-05,monthly,20
1276,11918,2024-05-24,monthly,20
1277,11922,2024-09-01,monthly,20
1278,11926,2024-04-13,monthly,20
1279,11962,2024-01-28,monthly,20
1280,11963,2024-04-06,monthly,20
1281,11966,2024-03-27,monthly,20
1282,11970,2024-08-31,monthly,20
1283,11982,2024-08-23,annual,200
1284,11983,2024-03-28,monthly,20
1285,11984,2024-07-01,monthly,20
1286,11988,2024-04-26,monthly,20
1287,11992,2024-04-11,monthly,20
1288,11995,2024-08-09,monthly,20
1289,11996,2024-03-04,monthly,20
1290,12002,2024-07-29,monthly,20
1291,12003,2024-05-07,monthly,20
1292,12004,2024-09-09,monthly,20
1293,12011,2024-05-21,monthly,20
1294,12022,2024-05-10,monthly,20
1295,12030,2024-04-02,monthly,20
1296,12037,2024-03-14,monthly,20
1297,12041,2024-05-24,monthly,20
1298,12044,2024-05-01,monthly,20
1299,12045,2024-06-05,monthly,20
1300,12056,2024-07-11,monthly,20
1301,12067,2024-06-19,annual,200
1302,12075,2024-06-03,monthly,20
1303,12085,2024-02-03,monthly,20
1304,12090,2024-07-11,annual,200
1305,12092,2024-02-12,monthly,20
1306,12097,2024-05-01,monthly,20
1307,12106,2024-05-13,monthly,20
1308,12107,2024-04-30,monthly,20
1309,12111,2024-03-10,annual,200
1310,12120,2024-05-09,annual,200
1311,12131,2024-02-22,annual,200
1312,12137,2024-07-06,monthly,20
1313,12140,2024-08-07,annual,200
1314,12149,2024-06-28,annual,200
1315,12157,2024-08-05,monthly,20
1316,12163,2024-07-04,annual,200
1317,12164,2024-03-09,monthly,20
1318,12167,2024-01-23,monthly,20
1319,12185,2024-03-08,annual,200
1320,12198,2024-04-14,monthly,20
1321,12199,2024-03-22,monthly,20
1322,12204,2024-01-29,annual,200
1323,12224,2024-07-19,monthly,20
1324,12234,2024-01-16,annual,200
1325,12243,2024-01-20,annual,200
1326,12262,2024-03-04,monthly,20
1327,12274,2024-03-25,monthly,20
1328,12275,2024-07-16,monthly,20
1329,12276,2024-03-28,monthly,20
1330,12288,2024-07-24,monthly,20
1331,12289,2024-04-26,monthly,20
1332,12301,2024-03-08,monthly,20
1333,12309,2024-07-07,monthly,20
1334,12319,2024-01-12,monthly,20
1335,12325,2024-06-15,monthly,20
1336,12328,2024-09-04,monthly,20
1337,12329,2024-04-02,monthly,20
1338,12334,2024-06-19,monthly,20
1339,12343,2024-02-02,monthly,20
1340,12357,2024-05-21,monthly,20
1341,12370,2024-05-04,monthly,20
1342,12377,2024-03-15,annual,200
1343,12379,2024-04-18,monthly,20
1344,12382,2024-07-19,monthly,20
1345,12404,2024-05-08,annual,200
1346,12410,2024-05-10,annual,200
1347,12416,2024-06-01,monthly,20
1348,12445,2024-02-21,annual,200
1349,12448,2024-02-18,monthly,20
1350,12467,2024-01-24,monthly,20
1351,12484,2024-02-27,annual,200
1352,12491,2024-04-15,annual,200
1353,12493,2024-04-30,monthly,20
1354,12495,2024-08-29,monthly,20
1355,12505,2024-02-10,monthly,20
1356,12507,2024-01-21,monthly,20
1357,12527,2024-01-27,annual,200
1358,12531,2024-02-13,annual,200
1359,12533,2024-04-08,monthly,20
1360,12535,2024-07-31,annual,200
1361,12540,2024-07-07,annual,200
1362,12543,2024-03-28,monthly,20
1363,12546,2024-03-18,monthly,20
1364,12549,2024-06-20,annual,200
1365,12570,2024-06-15,monthly,20
1366,12576,2024-05-17,monthly,20
1367,12590,2024-02-10,monthly,20
1368,12596,2024-03-02,annual,200
1369,12613,2024-08-05,monthly,20
1370,12614,2024-02-27,monthly,20
1371,12617,2024-01-25,monthly,20
1372,12648,2024-05-20,monthly,20
1373,12653,2024-04-16,annual,200
1374,12679,2024-08-19,monthly,20
1375,12680,2024-03-27,annual,200
1376,12692,2024-03-02,annual,200
1377,12714,2024-03-31,monthly,20
1378,12724,2024-09-05,monthly,20
1379,12726,2024-04-22,annual,200
1380,12730,2024-01-28,monthly,20
1381,12741,2024-03-19,monthly,20
1382,12742,2024-05-30,monthly,20
1383,12751,2024-04-18,annual,200
1384,12768,2024-04-23,annual,200
1385,12779,2024-03-03,annual,200
1386,12790,2024-03-03,monthly,20
1387,12792,2024-07-29,monthly,20
1388,12800,2024-08-02,monthly,20
1389,12804,2024-05-26,monthly,20
1390,12814,2024-07-27,annual,200
1391,12816,2024-02-18,monthly,20
1392,12817,2024-03-30,monthly,20
1393,12819,2024-01-24,annual,200
1394,12829,2024-03-21,annual,200
1395,12836,2024-01-28,monthly,20
1396,12852,2024-03-14,monthly,20
1397,12856,2024-06-03,monthly,20
1398,12859,2024-05-06,monthly,20
1399,12862,2024-03-01,annual,200
1400,12880,2024-08-11,monthly,20
1401,12881,2024-06-07,annual,200
1402,12886,2024-07-22,annual,200
1403,12896,2024-09-02,monthly,20
1404,12898,2024-03-06,monthly,20
1405,12900,2024-08-06,monthly,20
1406,12915,2024-07-27,monthly,20
1407,12922,2024-07-17,annual,200
1408,12931,2024-07-04,annual,200
1409,12933,2024-04-24,annual,200
1410,12938,2024-02-03,annual,200
1411,12945,2024-07-18,annual,200
1412,12954,2024-06-15,monthly,20
1413,12963,2024-07-29,monthly,20
1414,12965,2024-02-14,monthly,20
1415,12968,2024-08-04,monthly,20
1416,12975,2024-03-31,monthly,20
1417,12993,2024-07-29,monthly,20
1418,12995,2024-05-17,monthly,20
1419,13014,2024-03-23,monthly,20
1420,13025,2024-08-27,annual,200
1421,13041,2024-07-24,monthly,20
1422,13042,2024-08-20,monthly,20
1423,13044,2024-05-17,monthly,20
1424,13052,2024-06-10,monthly,20
1425,13061,2024-08-27,monthly,20
1426,13068,2024-01-24,monthly,20
1427,13072,2024-06-29,annual,200
1428,13077,2024-03-01,monthly,20
1429,13094,2024-09-09,monthly,20
1430,13095,2024-02-24,monthly,20
1431,13111,2024-03-07,annual,200
1432,13120,2024-03-07,monthly,20
1433,13121,2024-04-10,annual,200
1434,13128,2024-07-09,annual,200
1435,13132,2024-02-03,monthly,20
1436,13138,2024-01-18,annual,200
1437,13141,2024-09-05,monthly,20
1438,13152,2024-02-01,annual,200
1439,13163,2024-04-30,monthly,20
1440,13165,2024-05-01,monthly,20
1441,13191,2024-07-19,monthly,20
1442,13193,2024-07-10,monthly,20
1443,13195,2024-06-03,monthly,20
1444,13196,2024-06-08,annual,200
1445,13201,2024-07-04,annual,200
1446,13204,2024-07-21,monthly,20
1447,13215,2024-04-23,annual,200
1448,13236,2024-04-10,annual,200
1449,13245,2024-07-22,annual,200
1450,13266,2024-05-26,monthly,20
1451,13269,2024-07-13,annual,200
1452,13286,2024-03-18,monthly,20
1453,13296,2024-03-17,monthly,20
1454,13303,2024-04-09,monthly,20
1455,13315,2024-09-06,annual,200
1456,13334,2024-03-09,monthly,20
1457,13338,2024-06-29,monthly,20
1458,13339,2024-02-15,monthly,20
1459,13342,2024-04-23,monthly,20
1460,13360,2024-06-08,monthly,20
1461,13388,2024-07-12,annual,200
1462,13392,2024-01-24,monthly,20
1463,13394,2024-03-09,monthly,20
1464,13402,2024-02-11,monthly,20
1465,13403,2024-04-28,annual,200
1466,13408,2024-09-01,monthly,20
1467,13419,2024-09-01,monthly,20
1468,13426,2024-05-17,monthly,20
1469,13441,2024-08-07,monthly,20
1470,13448,2024-04-21,monthly,20
1471,13462,2024-03-27,monthly,20
1472,13477,2024-02-08,monthly,20
1473,13506,2024-01-20,monthly,20
1474,13538,2024-07-01,monthly,20
1475,13539,2024-06-28,monthly,20
1476,13543,2024-05-05,monthly,20
1477,13557,2024-02-24,monthly,20
1478,13560,2024-02-04,monthly,20
1479,13580,2024-08-30,monthly,20
1480,13599,2024-07-18,monthly,20
1481,13605,2024-02-10,monthly,20
1482,13628,2024-03-05,monthly,20
1483,13644,2024-05-24,monthly,20
1484,13678,2024-01-02,annual,200
1485,13681,2024-02-03,annual,200
1486,13685,2024-07-31,annual,200
1487,13689,2024-04-22,monthly,20
1488,13695,2024-03-08,monthly,20
1489,13697,2024-07-14,annual,200
1490,13704,2024-05-31,monthly,20
1491,13715,2024-03-12,annual,200
1492,13726,2024-03-03,annual,200
1493,13751,2024-07-22,annual,200
1494,13772,2024-03-29,monthly,20
1495,13789,2024-08-04,monthly,20
1496,13792,2024-01-24,monthly,20
1497,13795,2024-08-22,annual,200
1498,13801,2024-07-09,monthly,20
1499,13805,2024-01-25,annual,200
1500,13819,2024-02-21,monthly,20
1501,13844,2024-03-16,monthly,20
1502,13850,2024-05-20,annual,200
1503,13859,2024-04-24,monthly,20
1504,13878,2024-04-21,monthly,20
1505,13885,2024-07-28,annual,200
1506,13908,2024-08-07,annual,200
1507,13911,2024-02-19,annual,200
1508,13913,2024-02-23,monthly,20
1509,13920,2024-07-27,monthly,20
1510,13930,2024-06-10,annual,200
1511,13941,2024-03-01,monthly,20
1512,13944,2024-07-06,monthly,20
1513,13948,2024-06-11,monthly,20
1514,13950,2024-03-24,annual,200
1515,13970,2024-01-30,monthly,20
1516,13971,2024-05-14,annual,200
1517,13995,2024-05-31,monthly,20
1518,14000,2024-08-30,monthly,20
1519,14005,2024-07-04,monthly,20
1520,14035,2024-09-03,annual,200
1521,14040,2024-06-27,annual,200
1522,14049,2024-08-22,monthly,20
1523,14056,2024-08-07,monthly,20
1524,14079,2024-03-18,monthly,20
1525,14083,2024-07-25,monthly,20
1526,14090,2024-06-11,monthly,20
1527,14093,2024-02-24,monthly,20
1528,14097,2024-04-25,monthly,20
1529,14125,2024-05-26,monthly,20
1530,14151,2024-06-08,monthly,20
1531,14152,2024-05-24,monthly,20
1532,14169,2024-03-30,monthly,20
1533,14171,2024-08-17,annual,200
1534,14176,2024-01-19,monthly,20
1535,14190,2024-04-23,monthly,20
1536,14191,2024-03-29,monthly,20
1537,14218,2024-08-18,monthly,20
1538,14230,2024-06-21,monthly,20
1539,14238,2024-01-26,monthly,20
1540,14243,2024-03-15,annual,200
1541,14248,2024-05-12,monthly,20
1542,14289,2024-03-20,monthly,20
1543,14293,2024-04-04,monthly,20
1544,14301,2024-07-20,monthly,20
1545,14314,2024-04-13,annual,200
1546,14349,2024-04-14,monthly,20
1547,14357,2024-06-07,monthly,20
1548,14377,2024-04-14,annual,200
1549,14394,2024-03-01,monthly,20
1550,14436,2024-06-22,monthly,20
1551,14439,2024-01-09,monthly,20
