user_id,signup_date,acquisition_channel,country,device_type,user_segment,experiment_group,activated,purchased
14376,2024-03-01,paid,India,desktop,price_sensitive,treatment,False,False
14377,2024-03-26,referral,US,desktop,casual,control,True,True
14378,2024-07-27,organic,UK,desktop,power,treatment,True,False
14379,2024-08-02,paid,US,mobile,power,treatment,True,False
14380,2024-04-27,organic,US,mobile,price_sensitive,treatment,False,False
14381,2024-04-09,organic,India,mobile,power,treatment,False,False
14382,2024-02-18,referral,India,mobile,price_sensitive,control,True,False
14383,2024-07-19,paid,US,mobile,power,treatment,False,False
14384,2024-06-28,paid,India,mobile,casual,treatment,False,False
14385,2024-01-02,organic,US,mobile,price_sensitive,control,False,False
14386,2024-08-11,paid,US,mobile,casual,treatment,True,False
14387,2024-04-29,referral,India,mobile,price_sensitive,control,False,False
14388,2024-06-26,paid,UK,mobile,price_sensitive,control,False,False
14389,2024-05-02,paid,US,mobile,price_sensitive,control,False,False
14390,2024-03-26,referral,UK,mobile,price_sensitive,control,False,False
14391,2024-06-19,referral,India,mobile,power,treatment,False,False
14392,2024-03-17,paid,US,desktop,price_sensitive,control,False,False
14393,2024-05-15,paid,US,mobile,casual,control,False,False
14394,2024-02-28,paid,UK,mobile,price_sensitive,control,True,True
14395,2024-07-11,organic,US,mobile,casual,control,False,False
14396,2024-07-27,paid,US,mobile,casual,control,False,False
14397,2024-01-12,referral,India,mobile,price_sensitive,control,False,False
14398,2024-01-04,referral,US,desktop,price_sensitive,treatment,False,False
14399,2024-04-26,referral,US,mobile,price_sensitive,control,False,False
14400,2024-07-23,organic,US,mobile,casual,control,False,False
14401,2024-04-04,referral,India,mobile,price_sensitive,treatment,False,False
14402,2024-05-04,paid,US,desktop,power,treatment,False,False
14403,2024-02-10,organic,US,desktop,price_sensitive,control,True,False
14404,2024-05-02,paid,UK,mobile,power,control,False,False
14405,2024-01-07,referral,India,mobile,price_sensitive,treatment,False,False
14406,2024-08-02,organic,US,mobile,price_sensitive,control,False,False
14407,2024-08-03,referral,India,mobile,casual,control,False,False
14408,2024-03-09,referral,US,desktop,price_sensitive,control,False,False
14409,2024-03-09,organic,US,mobile,price_sensitive,control,False,False
14410,2024-03-21,referral,UK,desktop,power,treatment,True,False
14411,2024-01-30,referral,US,mobile,power,control,False,False
14412,2024-03-13,organic,UK,desktop,power,control,True,False
14413,2024-01-06,organic,US,desktop,price_sensitive,treatment,False,False
14414,2024-03-29,organic,India,desktop,power,treatment,True,False
14415,2024-05-26,organic,UK,mobile,price_sensitive,treatment,False,False
14416,2024-07-26,paid,US,mobile,price_sensitive,control,True,False
14417,2024-07-31,organic,US,mobile,power,control,False,False
14418,2024-03-06,referral,India,desktop,power,treatment,False,False
14419,2024-01-10,referral,US,desktop,casual,treatment,False,False
14420,2024-05-23,organic,US,desktop,casual,treatment,False,False
14421,2024-02-06,paid,US,mobile,price_sensitive,treatment,False,False
14422,2024-07-25,paid,India,mobile,casual,control,False,False
14423,2024-03-17,paid,India,mobile,casual,control,False,False
14424,2024-03-17,organic,US,mobile,casual,treatment,True,False
14425,2024-02-01,organic,US,mobile,price_sensitive,treatment,False,False
14426,2024-08-24,organic,US,mobile,casual,treatment,False,False
14427,2024-02-16,organic,US,desktop,casual,control,False,False
14428,2024-04-19,referral,India,mobile,price_sensitive,treatment,True,False
14429,2024-07-18,organic,US,desktop,price_sensitive,control,True,False
14430,2024-06-19,organic,US,mobile,power,treatment,False,False
14431,2024-07-28,paid,UK,mobile,casual,control,True,False
14432,2024-04-29,organic,UK,mobile,power,control,True,False
14433,2024-06-12,organic,India,mobile,price_sensitive,control,False,False
14434,2024-06-02,paid,India,desktop,price_sensitive,treatment,False,False
14435,2024-01-10,paid,UK,mobile,price_sensitive,treatment,True,False
14436,2024-06-07,organic,India,mobile,price_sensitive,control,True,True
14437,2024-04-06,paid,US,mobile,price_sensitive,control,True,False
14438,2024-06-05,paid,US,desktop,casual,treatment,True,False
14439,2024-01-05,paid,US,desktop,power,treatment,True,True
14440,2024-03-17,paid,US,mobile,price_sensitive,treatment,True,False
14441,2024-01-01,organic,US,mobile,price_sensitive,treatment,True,False
14442,2024-08-02,paid,India,mobile,casual,control,True,True
14443,2024-08-19,paid,India,mobile,power,treatment,True,False
14444,2024-05-10,referral,India,mobile,casual,treatment,True,False
14445,2024-03-07,referral,US,desktop,price_sensitive,treatment,False,False
14446,2024-07-17,paid,US,desktop,price_sensitive,treatment,False,False
14447,2024-08-15,paid,US,desktop,power,control,True,False
14448,2024-06-11,paid,India,desktop,price_sensitive,control,True,False
14449,2024-01-15,referral,UK,mobile,casual,control,True,False
14450,2024-08-19,referral,UK,mobile,power,treatment,True,True
14451,2024-07-13,organic,US,desktop,price_sensitive,treatment,True,False
14452,2024-04-02,organic,India,mobile,price_sensitive,control,False,False
14453,2024-01-30,organic,US,mobile,price_sensitive,treatment,False,False
14454,2024-04-12,organic,US,mobile,price_sensitive,control,False,False
14455,2024-03-22,referral,India,desktop,price_sensitive,control,False,False
14456,2024-03-15,organic,UK,mobile,price_sensitive,control,False,False
14457,2024-06-19,organic,India,mobile,price_sensitive,control,True,False
14458,2024-02-29,referral,US,mobile,price_sensitive,control,False,False
14459,2024-08-17,organic,US,mobile,power,treatment,True,False
14460,2024-02-09,organic,India,desktop,power,treatment,False,False
14461,2024-07-11,paid,UK,desktop,price_sensitive,control,True,True
14462,2024-06-05,paid,UK,desktop,price_sensitive,control,True,True
14463,2024-03-14,organic,India,desktop,price_sensitive,treatment,True,False
14464,2024-08-07,paid,India,mobile,casual,control,True,False
14465,2024-04-30,organic,UK,mobile,price_sensitive,treatment,False,False
14466,2024-08-10,paid,UK,mobile,price_sensitive,treatment,True,False
14467,2024-05-26,paid,UK,mobile,casual,treatment,False,False
14468,2024-01-03,referral,India,mobile,casual,treatment,False,False
14469,2024-02-05,paid,US,desktop,power,control,True,True
14470,2024-02-12,paid,US,mobile,power,treatment,False,False
14471,2024-05-22,paid,US,desktop,casual,treatment,False,False
14472,2024-08-12,organic,US,desktop,price_sensitive,treatment,False,False
14473,2024-06-17,organic,US,mobile,price_sensitive,control,True,False
14474,2024-08-22,paid,UK,mobile,power,treatment,False,False
14475,2024-04-24,organic,India,mobile,price_sensitive,control,False,False
14476,2024-04-18,paid,US,mobile,price_sensitive,control,True,False
14477,2024-03-30,organic,US,mobile,power,treatment,False,False
14478,2024-07-26,referral,UK,mobile,power,control,False,False
14479,2024-06-12,referral,US,desktop,power,treatment,False,False
14480,2024-08-12,organic,India,mobile,casual,control,False,False
14481,2024-03-24,paid,US,mobile,price_sensitive,control,True,False
14482,2024-03-17,paid,US,mobile,power,control,True,False
14483,2024-06-09,referral,US,mobile,casual,treatment,True,False
14484,2024-01-05,organic,US,mobile,power,control,False,False
14485,2024-08-16,paid,India,desktop,price_sensitive,control,True,False
14486,2024-03-18,paid,US,desktop,price_sensitive,control,True,True
14487,2024-03-31,organic,US,desktop,price_sensitive,treatment,True,False
14488,2024-03-27,organic,India,mobile,casual,treatment,False,False
14489,2024-01-14,organic,US,mobile,price_sensitive,treatment,True,False
14490,2024-04-13,referral,UK,mobile,price_sensitive,treatment,False,False
14491,2024-07-14,organic,US,desktop,price_sensitive,control,False,False
14492,2024-08-18,paid,US,desktop,casual,control,False,False
14493,2024-03-23,organic,US,desktop,casual,treatment,False,False
14494,2024-06-23,organic,India,mobile,power,control,False,False
14495,2024-02-23,paid,US,mobile,price_sensitive,treatment,True,False
14496,2024-05-11,referral,US,mobile,power,control,True,False
14497,2024-08-09,paid,India,mobile,casual,control,False,False
14498,2024-07-29,paid,UK,mobile,power,treatment,True,True
14499,2024-04-04,paid,UK,mobile,casual,treatment,False,False
14500,2024-08-10,paid,India,mobile,price_sensitive,treatment,False,False
14501,2024-01-09,paid,US,mobile,power,treatment,True,False
14502,2024-02-22,referral,UK,mobile,power,control,True,False
14503,2024-03-17,paid,UK,mobile,price_sensitive,treatment,False,False
14504,2024-07-24,paid,US,mobile,power,control,False,False
14505,2024-02-29,paid,US,mobile,power,control,False,False
14506,2024-02-15,organic,US,mobile,price_sensitive,treatment,True,False
14507,2024-02-23,organic,US,desktop,price_sensitive,treatment,True,True
14508,2024-03-14,organic,US,mobile,casual,treatment,False,False
14509,2024-04-21,paid,US,mobile,price_sensitive,control,True,False
14510,2024-04-04,organic,India,desktop,power,control,True,True
14511,2024-06-13,organic,India,desktop,price_sensitive,control,False,False
14512,2024-01-23,referral,UK,mobile,price_sensitive,control,False,False
14513,2024-01-27,paid,US,mobile,power,treatment,True,True
14514,2024-03-10,organic,India,desktop,casual,treatment,True,False
14515,2024-08-05,paid,India,mobile,price_sensitive,control,False,False
14516,2024-07-12,organic,US,mobile,casual,control,False,False
14517,2024-04-18,paid,UK,desktop,casual,treatment,False,False
14518,2024-07-07,paid,US,desktop,casual,treatment,False,False
14519,2024-03-17,organic,UK,mobile,power,treatment,False,False
14520,2024-06-27,organic,UK,desktop,power,control,True,False
14521,2024-02-19,organic,US,desktop,price_sensitive,treatment,True,False
14522,2024-05-03,organic,US,mobile,price_sensitive,treatment,False,False
14523,2024-01-19,organic,India,mobile,power,treatment,False,False
14524,2024-01-01,referral,US,mobile,power,treatment,False,False
14525,2024-02-09,paid,UK,desktop,price_sensitive,control,False,False
14526,2024-06-08,referral,India,desktop,price_sensitive,treatment,False,False
14527,2024-01-22,paid,US,desktop,casual,control,False,False
14528,2024-04-21,paid,UK,desktop,price_sensitive,treatment,False,False
14529,2024-08-08,organic,US,mobile,price_sensitive,treatment,False,False
14530,2024-07-12,organic,India,desktop,price_sensitive,treatment,False,False
14531,2024-02-09,paid,India,mobile,price_sensitive,control,False,False
14532,2024-02-07,referral,US,desktop,price_sensitive,treatment,False,False
14533,2024-02-17,organic,India,mobile,casual,treatment,False,False
14534,2024-07-01,paid,UK,mobile,casual,treatment,True,True
14535,2024-03-15,organic,US,desktop,price_sensitive,treatment,False,False
14536,2024-07-27,paid,India,mobile,casual,control,False,False
14537,2024-07-01,paid,US,mobile,power,treatment,True,True
14538,2024-06-27,paid,UK,desktop,power,treatment,False,False
14539,2024-04-16,organic,UK,mobile,casual,control,False,False
14540,2024-07-06,organic,US,mobile,price_sensitive,control,False,False
14541,2024-01-08,paid,UK,mobile,price_sensitive,treatment,True,False
14542,2024-03-26,referral,US,desktop,price_sensitive,treatment,False,False
14543,2024-03-08,organic,US,mobile,price_sensitive,treatment,True,False
14544,2024-03-15,paid,US,desktop,casual,control,False,False
14545,2024-07-18,paid,US,desktop,casual,control,True,False
14546,2024-05-16,organic,UK,desktop,casual,treatment,False,False
14547,2024-03-30,paid,India,desktop,casual,control,False,False
14548,2024-05-09,organic,US,desktop,casual,treatment,True,True
14549,2024-03-20,paid,India,mobile,price_sensitive,treatment,False,False
14550,2024-04-04,paid,India,mobile,price_sensitive,control,False,False
14551,2024-03-10,paid,India,mobile,price_sensitive,control,False,False
14552,2024-07-31,organic,India,desktop,power,treatment,True,True
14553,2024-03-30,referral,US,mobile,casual,treatment,True,True
14554,2024-02-28,organic,US,mobile,casual,treatment,True,False
14555,2024-05-26,paid,US,mobile,price_sensitive,treatment,False,False
14556,2024-01-28,paid,US,mobile,power,control,False,False
14557,2024-03-12,paid,US,desktop,casual,control,False,False
14558,2024-01-14,organic,US,mobile,price_sensitive,treatment,False,False
14559,2024-01-24,referral,US,mobile,price_sensitive,control,False,False
14560,2024-04-21,organic,India,mobile,price_sensitive,control,True,False
14561,2024-02-13,referral,UK,desktop,casual,treatment,False,False
14562,2024-08-16,organic,India,mobile,power,control,True,True
14563,2024-02-25,organic,US,desktop,price_sensitive,control,False,False
14564,2024-08-05,organic,India,desktop,price_sensitive,control,False,False
14565,2024-08-10,organic,India,desktop,power,control,False,False
14566,2024-04-29,organic,UK,mobile,price_sensitive,treatment,True,False
14567,2024-06-27,organic,US,mobile,price_sensitive,control,False,False
14568,2024-02-01,referral,US,mobile,casual,treatment,True,False
14569,2024-06-26,paid,US,mobile,power,treatment,False,False
14570,2024-06-17,organic,India,desktop,price_sensitive,treatment,False,False
14571,2024-07-12,organic,US,desktop,price_sensitive,treatment,True,False
14572,2024-01-25,paid,US,mobile,casual,control,False,False
14573,2024-04-25,organic,India,desktop,price_sensitive,control,False,False
14574,2024-08-23,referral,India,desktop,price_sensitive,treatment,False,False
14575,2024-07-07,paid,US,desktop,price_sensitive,control,True,False
14576,2024-03-06,paid,US,mobile,price_sensitive,treatment,False,False
14577,2024-02-11,paid,US,mobile,casual,treatment,True,True
14578,2024-07-11,paid,UK,desktop,casual,control,False,False
14579,2024-06-12,organic,US,mobile,price_sensitive,control,False,False
14580,2024-03-16,organic,UK,mobile,price_sensitive,treatment,False,False
14581,2024-05-16,organic,US,mobile,power,treatment,True,True
14582,2024-06-12,paid,UK,desktop,power,control,False,False
14583,2024-08-20,paid,US,mobile,casual,control,False,False
14584,2024-08-07,paid,US,mobile,price_sensitive,treatment,False,False
14585,2024-02-07,organic,US,mobile,power,control,True,False
14586,2024-06-09,paid,US,mobile,power,control,True,False
14587,2024-06-18,organic,US,mobile,price_sensitive,control,True,True
14588,2024-03-01,paid,US,mobile,casual,control,False,False
14589,2024-06-22,referral,UK,desktop,casual,treatment,False,False
14590,2024-08-01,paid,US,mobile,price_sensitive,treatment,True,False
14591,2024-03-29,referral,India,mobile,power,control,False,False
14592,2024-07-07,referral,India,mobile,casual,treatment,False,False
14593,2024-01-18,paid,US,mobile,power,control,False,False
14594,2024-03-10,organic,US,desktop,price_sensitive,treatment,True,False
14595,2024-03-22,organic,UK,desktop,power,treatment,False,False
14596,2024-04-25,paid,US,desktop,power,treatment,False,False
14597,2024-03-20,referral,US,desktop,power,control,False,False
14598,2024-01-15,paid,UK,mobile,casual,treatment,True,True
14599,2024-06-24,organic,US,mobile,price_sensitive,control,False,False
14600,2024-07-18,referral,UK,mobile,price_sensitive,control,False,False
14601,2024-01-13,organic,US,mobile,power,control,False,False
14602,2024-04-28,paid,UK,desktop,price_sensitive,control,True,False
14603,2024-02-12,paid,India,mobile,casual,treatment,False,False
14604,2024-07-06,referral,US,desktop,power,treatment,True,False
14605,2024-02-26,referral,India,mobile,power,control,True,False
14606,2024-07-17,referral,UK,mobile,casual,treatment,False,False
14607,2024-01-17,paid,US,desktop,power,treatment,False,False
14608,2024-06-26,paid,UK,mobile,casual,control,False,False
14609,2024-02-01,paid,India,desktop,casual,treatment,False,False
14610,2024-05-29,referral,US,mobile,power,control,True,False
14611,2024-02-24,organic,US,mobile,power,control,False,False
14612,2024-07-03,organic,US,mobile,casual,treatment,False,False
14613,2024-01-13,organic,UK,mobile,power,treatment,True,True
14614,2024-02-16,paid,US,mobile,price_sensitive,treatment,False,False
14615,2024-03-27,organic,India,desktop,power,control,True,True
14616,2024-03-02,paid,India,mobile,price_sensitive,control,False,False
14617,2024-06-30,organic,India,desktop,casual,control,False,False
14618,2024-01-29,organic,UK,mobile,power,treatment,True,True
14619,2024-01-22,organic,India,desktop,casual,treatment,False,False
14620,2024-03-05,paid,India,mobile,casual,control,True,False
14621,2024-01-29,organic,UK,mobile,casual,treatment,False,False
14622,2024-02-17,organic,India,mobile,price_sensitive,control,False,False
14623,2024-01-05,referral,UK,desktop,power,treatment,True,True
14624,2024-06-11,referral,India,mobile,casual,control,False,False
14625,2024-07-20,referral,India,desktop,power,control,False,False
14626,2024-07-29,paid,US,desktop,power,control,False,False
14627,2024-04-10,referral,US,desktop,power,control,True,False
14628,2024-03-11,paid,UK,mobile,casual,control,False,False
14629,2024-06-22,referral,US,mobile,casual,control,False,False
14630,2024-06-11,organic,US,mobile,price_sensitive,treatment,False,False
14631,2024-06-21,organic,US,desktop,price_sensitive,control,False,False
14632,2024-05-20,organic,India,mobile,casual,control,False,False
14633,2024-05-17,referral,US,mobile,price_sensitive,treatment,False,False
14634,2024-03-06,paid,India,mobile,casual,control,False,False
14635,2024-07-16,paid,India,mobile,price_sensitive,treatment,True,True
14636,2024-03-12,paid,US,mobile,price_sensitive,control,False,False
14637,2024-08-15,referral,US,mobile,price_sensitive,treatment,False,False
14638,2024-01-25,referral,US,desktop,power,treatment,True,True
14639,2024-06-20,paid,US,mobile,price_sensitive,control,False,False
14640,2024-02-29,paid,India,desktop,power,treatment,False,False
14641,2024-06-23,organic,US,mobile,casual,control,True,False
14642,2024-02-09,paid,India,desktop,power,control,False,False
14643,2024-01-07,referral,UK,mobile,power,treatment,True,False
14644,2024-06-22,paid,UK,desktop,price_sensitive,treatment,True,False
14645,2024-05-30,paid,India,mobile,price_sensitive,control,True,False
14646,2024-07-29,organic,UK,desktop,price_sensitive,control,False,False
14647,2024-02-15,organic,India,desktop,price_sensitive,control,False,False
14648,2024-03-26,organic,India,mobile,casual,treatment,False,False
14649,2024-05-20,paid,India,mobile,price_sensitive,treatment,False,False
14650,2024-01-21,paid,UK,mobile,price_sensitive,control,False,False
14651,2024-01-01,referral,India,mobile,power,treatment,False,False
14652,2024-05-02,paid,US,mobile,casual,treatment,False,False
14653,2024-05-26,organic,US,mobile,price_sensitive,treatment,False,False
14654,2024-05-04,organic,US,mobile,casual,control,False,False
14655,2024-07-06,referral,India,desktop,casual,control,True,True
14656,2024-02-02,paid,India,desktop,casual,control,True,True
14657,2024-01-04,paid,US,mobile,casual,control,True,False
14658,2024-08-21,paid,UK,desktop,power,treatment,True,True
14659,2024-01-03,organic,UK,mobile,power,treatment,False,False
14660,2024-03-31,organic,India,desktop,casual,control,False,False
14661,2024-02-21,organic,US,desktop,price_sensitive,treatment,False,False
14662,2024-08-20,organic,India,mobile,power,treatment,False,False
14663,2024-08-14,paid,UK,desktop,price_sensitive,control,False,False
14664,2024-01-28,paid,US,desktop,power,treatment,False,False
14665,2024-03-10,referral,India,desktop,casual,control,True,False
14666,2024-07-16,referral,US,desktop,power,control,True,True
14667,2024-07-01,paid,UK,mobile,power,control,False,False
14668,2024-02-26,paid,UK,desktop,price_sensitive,treatment,True,False
14669,2024-04-17,paid,US,mobile,price_sensitive,treatment,False,False
14670,2024-08-02,organic,US,desktop,power,control,False,False
14671,2024-08-12,referral,US,mobile,price_sensitive,treatment,False,False
14672,2024-05-23,paid,US,mobile,casual,control,False,False
14673,2024-01-24,referral,India,desktop,price_sensitive,control,False,False
14674,2024-07-15,referral,US,desktop,price_sensitive,control,False,False
14675,2024-06-17,paid,US,mobile,casual,treatment,False,False
14676,2024-08-21,organic,India,mobile,power,treatment,True,False
14677,2024-03-17,paid,India,mobile,price_sensitive,treatment,True,False
14678,2024-06-23,paid,UK,mobile,power,control,False,False
14679,2024-03-16,paid,US,mobile,casual,control,False,False
14680,2024-03-09,organic,US,desktop,price_sensitive,treatment,True,False
14681,2024-04-10,paid,India,mobile,power,control,False,False
14682,2024-06-07,referral,US,mobile,price_sensitive,control,False,False
14683,2024-04-01,referral,US,mobile,price_sensitive,treatment,True,False
14684,2024-04-01,organic,India,desktop,price_sensitive,treatment,False,False
14685,2024-01-30,referral,US,desktop,price_sensitive,control,False,False
14686,2024-01-18,organic,US,desktop,power,treatment,True,False
14687,2024-02-13,referral,US,mobile,casual,control,False,False
14688,2024-06-03,organic,UK,desktop,price_sensitive,treatment,True,False
14689,2024-04-08,referral,India,desktop,price_sensitive,treatment,False,False
14690,2024-06-02,paid,US,mobile,casual,treatment,False,False
14691,2024-04-30,organic,US,mobile,power,control,True,False
14692,2024-08-18,organic,India,mobile,casual,control,False,False
14693,2024-04-24,organic,US,mobile,price_sensitive,treatment,False,False
14694,2024-02-29,paid,India,mobile,price_sensitive,treatment,False,False
14695,2024-05-25,referral,UK,mobile,power,control,True,True
14696,2024-08-12,paid,US,desktop,power,treatment,True,False
14697,2024-08-04,referral,US,mobile,price_sensitive,control,False,False
14698,2024-02-25,paid,US,mobile,casual,treatment,False,False
14699,2024-01-31,referral,UK,mobile,price_sensitive,treatment,True,False
14700,2024-04-10,paid,UK,desktop,casual,treatment,True,True
14701,2024-02-28,organic,US,mobile,price_sensitive,treatment,False,False
14702,2024-05-03,paid,UK,desktop,price_sensitive,treatment,True,False
14703,2024-05-09,organic,US,desktop,casual,control,True,True
14704,2024-04-06,referral,US,mobile,casual,control,False,False
14705,2024-06-15,organic,US,mobile,power,treatment,True,False
14706,2024-07-07,organic,India,desktop,power,treatment,True,True
14707,2024-08-22,organic,UK,mobile,casual,control,False,False
14708,2024-04-16,paid,US,desktop,price_sensitive,control,False,False
14709,2024-07-09,organic,UK,desktop,price_sensitive,treatment,True,True
14710,2024-08-11,referral,US,mobile,power,control,True,False
14711,2024-01-18,organic,India,mobile,price_sensitive,control,False,False
14712,2024-05-24,organic,UK,desktop,price_sensitive,treatment,False,False
14713,2024-08-13,organic,US,mobile,power,treatment,False,False
14714,2024-06-15,organic,India,mobile,casual,control,False,False
14715,2024-03-11,paid,India,desktop,power,control,True,False
14716,2024-04-15,organic,US,desktop,price_sensitive,control,False,False
14717,2024-02-23,organic,US,desktop,power,control,True,False
14718,2024-08-14,organic,India,mobile,power,treatment,True,False
14719,2024-04-03,organic,US,mobile,casual,treatment,False,False
14720,2024-03-16,paid,UK,mobile,casual,control,True,True
14721,2024-02-04,paid,US,mobile,power,treatment,True,True
14722,2024-01-11,organic,UK,mobile,power,treatment,True,False
14723,2024-03-01,organic,UK,desktop,power,treatment,False,False
14724,2024-02-13,paid,US,mobile,price_sensitive,treatment,False,False
14725,2024-04-30,organic,US,desktop,price_sensitive,treatment,True,False
14726,2024-03-08,paid,UK,mobile,casual,treatment,True,False
14727,2024-01-25,referral,US,desktop,price_sensitive,treatment,False,False
14728,2024-06-24,organic,US,desktop,casual,control,True,False
14729,2024-06-08,organic,India,desktop,power,treatment,False,False
14730,2024-03-24,organic,India,mobile,price_sensitive,treatment,False,False
14731,2024-04-23,paid,India,mobile,power,treatment,False,False
14732,2024-08-10,organic,US,desktop,price_sensitive,treatment,False,False
14733,2024-05-11,paid,US,desktop,casual,control,False,False
14734,2024-06-14,referral,UK,mobile,casual,treatment,True,False
14735,2024-07-09,organic,US,mobile,casual,control,True,False
14736,2024-06-23,organic,India,desktop,price_sensitive,control,True,False
14737,2024-01-01,paid,US,desktop,price_sensitive,control,True,True
14738,2024-05-10,organic,US,mobile,price_sensitive,treatment,False,False
14739,2024-08-16,organic,US,mobile,casual,control,True,False
14740,2024-03-26,paid,US,mobile,power,control,False,False
14741,2024-03-02,organic,US,mobile,price_sensitive,control,False,False
14742,2024-03-04,referral,UK,desktop,power,control,True,False
14743,2024-05-24,organic,US,mobile,casual,treatment,False,False
14744,2024-05-05,paid,India,mobile,casual,control,False,False
14745,2024-07-24,paid,UK,desktop,price_sensitive,control,False,False
14746,2024-04-14,organic,US,mobile,power,treatment,True,True
14747,2024-03-02,organic,US,desktop,power,control,True,False
14748,2024-02-04,organic,UK,desktop,price_sensitive,control,True,True
14749,2024-01-13,referral,India,mobile,price_sensitive,treatment,False,False
14750,2024-06-11,paid,India,mobile,casual,treatment,True,False
14751,2024-02-12,organic,India,mobile,price_sensitive,treatment,False,False
14752,2024-05-09,paid,UK,desktop,power,treatment,True,False
14753,2024-07-02,paid,US,mobile,casual,control,True,False
14754,2024-04-20,referral,US,desktop,casual,treatment,True,False
14755,2024-07-23,organic,US,desktop,price_sensitive,control,True,False
14756,2024-05-07,referral,US,desktop,casual,control,True,False
14757,2024-02-20,paid,US,mobile,price_sensitive,treatment,True,False
14758,2024-06-30,referral,US,mobile,power,control,True,False
14759,2024-05-23,organic,UK,desktop,price_sensitive,control,False,False
14760,2024-05-25,organic,US,mobile,casual,control,True,False
14761,2024-05-14,referral,UK,desktop,casual,control,True,False
14762,2024-02-14,referral,UK,desktop,casual,treatment,True,False
14763,2024-06-12,organic,India,mobile,casual,treatment,False,False
14764,2024-06-17,paid,US,desktop,price_sensitive,control,False,False
14765,2024-08-09,organic,US,desktop,casual,treatment,True,False
14766,2024-02-11,organic,US,mobile,price_sensitive,control,False,False
14767,2024-08-20,organic,US,mobile,power,treatment,True,True
14768,2024-05-14,organic,UK,mobile,casual,treatment,False,False
14769,2024-01-15,paid,India,desktop,price_sensitive,control,False,False
14770,2024-02-29,organic,UK,mobile,price_sensitive,treatment,True,False
14771,2024-02-09,organic,US,mobile,price_sensitive,treatment,False,False
14772,2024-07-29,referral,US,mobile,casual,treatment,True,False
14773,2024-08-22,organic,India,mobile,price_sensitive,treatment,True,False
14774,2024-06-13,paid,India,mobile,power,control,True,False
14775,2024-07-12,referral,US,mobile,price_sensitive,control,False,False
14776,2024-08-21,organic,India,mobile,price_sensitive,treatment,False,False
14777,2024-04-21,organic,US,mobile,power,control,False,False
14778,2024-07-01,paid,UK,mobile,power,treatment,True,False
14779,2024-03-17,paid,US,desktop,casual,treatment,True,False
14780,2024-08-19,paid,US,desktop,power,treatment,False,False
14781,2024-04-14,paid,US,desktop,power,control,False,False
14782,2024-08-22,referral,UK,desktop,power,treatment,False,False
14783,2024-04-16,organic,UK,desktop,price_sensitive,control,True,True
14784,2024-05-01,paid,US,mobile,price_sensitive,treatment,False,False
14785,2024-08-10,organic,US,desktop,price_sensitive,treatment,False,False
14786,2024-03-20,organic,US,desktop,casual,treatment,True,True
14787,2024-08-21,organic,US,desktop,power,control,False,False
14788,2024-05-04,paid,US,mobile,casual,treatment,False,False
14789,2024-07-02,referral,US,mobile,price_sensitive,control,False,False
14790,2024-06-20,organic,UK,mobile,casual,control,False,False
14791,2024-07-03,organic,India,mobile,power,control,False,False
14792,2024-05-13,organic,UK,desktop,casual,control,False,False
14793,2024-08-07,organic,US,mobile,price_sensitive,treatment,False,False
14794,2024-02-01,paid,US,mobile,price_sensitive,treatment,True,False
14795,2024-04-17,paid,US,desktop,price_sensitive,control,True,True
14796,2024-07-20,referral,India,mobile,casual,control,False,False
14797,2024-04-23,paid,India,mobile,casual,control,False,False
14798,2024-05-25,paid,US,mobile,casual,control,True,False
14799,2024-03-08,organic,US,mobile,casual,control,False,False
14800,2024-05-06,paid,UK,mobile,price_sensitive,treatment,False,False
14801,2024-07-19,paid,UK,mobile,casual,control,False,False
14802,2024-05-14,referral,India,desktop,power,treatment,True,False
14803,2024-04-23,referral,US,mobile,casual,treatment,False,False
14804,2024-01-08,referral,US,desktop,casual,treatment,False,False
14805,2024-03-04,organic,US,desktop,power,treatment,True,False
14806,2024-08-22,organic,US,mobile,price_sensitive,treatment,True,False
14807,2024-05-14,referral,US,desktop,power,treatment,True,True
14808,2024-02-10,paid,US,desktop,price_sensitive,treatment,True,False
14809,2024-02-09,paid,US,desktop,power,control,False,False
14810,2024-01-03,organic,US,mobile,casual,treatment,True,True
14811,2024-05-24,referral,US,desktop,casual,control,True,False
14812,2024-07-12,paid,US,desktop,power,control,True,False
14813,2024-07-25,paid,US,mobile,price_sensitive,control,True,False
14814,2024-04-19,referral,India,mobile,price_sensitive,control,False,False
14815,2024-08-08,organic,US,mobile,price_sensitive,control,False,False
14816,2024-04-23,paid,India,desktop,casual,treatment,False,False
14817,2024-04-21,paid,UK,mobile,casual,treatment,False,False
14818,2024-06-28,paid,US,mobile,price_sensitive,treatment,False,False
14819,2024-05-29,organic,US,mobile,casual,treatment,True,False
14820,2024-01-04,paid,US,desktop,power,control,True,False
14821,2024-05-13,paid,US,desktop,price_sensitive,control,False,False
14822,2024-06-14,paid,UK,mobile,casual,treatment,True,True
14823,2024-01-26,referral,UK,mobile,price_sensitive,control,False,False
14824,2024-05-18,organic,UK,desktop,price_sensitive,control,True,False
14825,2024-08-05,referral,India,mobile,power,control,False,False
14826,2024-01-17,paid,India,mobile,power,treatment,False,False
14827,2024-08-03,paid,US,desktop,power,control,False,False
14828,2024-04-01,organic,US,desktop,price_sensitive,treatment,True,True
14829,2024-08-14,organic,US,mobile,power,treatment,True,False
14830,2024-01-31,paid,US,mobile,power,treatment,False,False
